producto,categoria,seccion,linea,abastecimiento,negocio
"YOGHURT YOGU-YOGU CAJA. 200 CC, DAMASCO",LECHES SABORES,LACTEOS,LECHES,Directo,PERECIBLES
CALUGAS SUNY CALAF 130 GR,CONFITES REGULARES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
COCA COLA /PET 1.5 LT,BEBIDAS GASEOSAS,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
GUANTE MERKAT ANTIDESLIZANTE - P,GUANTES,PGC NO ALIMENTACION,ASEO Y TISSUE,Centralizado,PGC
GALLETA REGULAR CHIPS AHOY 57 GR,GALLETAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
LECHE ZERO LACTO CHOC SOPROLE 200 ML,LECHES SABORES,LACTEOS,LECHES,Directo,PERECIBLES
PASTA PEPSODENT PROT.ANTICARIES 130G,PASTA DENTAL,PGC NO ALIMENTACION,HIGIENE,Centralizado,PGC
"YOGHURT GRIEGO SOPROLE 110GR, PAPAYA",YOGHURT,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
PAÑAL HUGGIES CLAS XXG MEGA RETRO 20 UN,PANALES BEBE,PGC NO ALIMENTACION,CUIDADO BEBE & KIDS,Centralizado,PGC
BANDEJA HUEVOS FRUTILLA ARCOR 144 GR,CONFITES DE TEMPORADA,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
PACK2 CALCETINES JUVENIL NIÑA KFK,ROPA INTERIOR NINA,TEXTIL HOGAR,VESTUARIO,Centralizado,NON FOOD
ZIPLOC POTE 2000 ML,HERMETICOS,MENAJE,HERMETICOS,Centralizado,NON FOOD
"YOGHURT LIGHT SOPROLE 165 GR, DURAZNO",YOGHURT,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
HAMBURGUESA VACUNO SAN JORGE 70 GRS,HAMBURGUESAS,FIAMBRERIA,CECINAS,Centralizado,PERECIBLES
LECHE LONCOLECHE SIN/LAC SEMIDESC 200 CC,LECHES ESPECIALES,LACTEOS,LECHES,Directo,PERECIBLES
MARSMALLOWS MORF TUBER FRUT ARCOR 120 GR,CONFITES REGULARES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
KETCHUP MERKAT DP 1 KG,KETCHUP,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
LIMON SODA DESECHABLE 250 CC,BEBIDAS GASEOSAS,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
NECTAR CYRO 1500 CC DAMASCO.,JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
MAXI CHIPS COSTA 200GR,GALLETAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
AGUA CACHANTUN S/GAS NO RET 500 CC,AGUAS,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
GOMELA AROS COLOMBINA 350 GR,CONFITES REGULARES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
SALCHICHAS PACEL 1 KG,VIENESAS,FIAMBRERIA,CECINAS,Centralizado,PERECIBLES
LECHE ASADA LA LECHERA 120 GR.,POSTRES FRESCOS,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
CALDO COSTILLA MAGGI 48 X 10 GR,CALDOS Y BASES,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
YOGHURT CALAN DAMASCO BOLSA 1 KG,YOGHURT,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
AGUA MINERAL S/GAS PET VITAL 600 CC,AGUAS,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
MASTICABLE AMBROSOLI 600 GR,CONFITES REGULARES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
POROTOS TORTOLA PRODUCTOS DIAZ 500 GR,LEGUMBRES,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
"YOGHURT ZERO LACTO TROZOS SOPRO, DURAZNO",YOGHURT,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
LAVALOZAS C/DESINFECT LIMON EXCELL 1.5 L,LAVALOZAS,PGC NO ALIMENTACION,ASEO Y QUIMICOS,Centralizado,PGC
"GALLETA OBLEA BITS COSTA 120 G, FRUTILLA",GALLETAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
PROTECTOR NORMAL DONNASEPT 54 UN,PROTECCION FEMENINA,PGC NO ALIMENTACION,HIGIENE,Centralizado,PGC
HARINA C/POLVO SUAZO 1 KG,HARINAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
ARROZ G2 TUCAPEL LARGO GRAN SELECC 5 KG,ARROZ,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
GUANTE MANLAC MULTIUSO - M,GUANTES,PGC NO ALIMENTACION,ASEO Y TISSUE,Centralizado,PGC
"YOGHURT SOPROLE BOLSA 1 LT, VAINILLA",YOGHURT,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
MORTADELA JAMONADA TIL KG,CECINAS GRANEL,FIAMBRERIA,CECINAS,Centralizado,PERECIBLES
DEO DESINFEC IGENIX TRADICIONAL 360 ML,DESODORANTES AMBIENTALES,PGC NO ALIMENTACION,ASEO Y QUIMICOS,Centralizado,PGC
POSTA ROSADA KARMAC 500 GRS,VACUNO ENVASADO,CARNES,VACUNO,Directo,PERECIBLES
ABASTERO VACUNO VAC KG,VACUNO ENVASADO,CARNES,VACUNO,Directo,PERECIBLES
SALSA ITALIANA LUCCHETTI DP 200 GR,SALSAS DE TOMATES,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
SUPER OCHO CHUAAA 42 GR,CHOCOLATES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
COCA COLA LIGHT LATA 350 CC,BEBIDAS GASEOSAS,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
"NECTAR YUZ TETRA 1 LT, NARANJA",JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
"SEMOLA NESTLE POTE C/CUCH 135, FRAMBUESA",POSTRES FRESCOS,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
ABRILLANT P.FLOT EXCELL LAVANDA 900ML,CERAS,PGC NO ALIMENTACION,ASEO Y QUIMICOS,Centralizado,PGC
ORANGE CRUSH LATA 350 CC,BEBIDAS GASEOSAS,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
AGUA AQUARIUS MANZANA PET 500 CC,AGUAS,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
PINPOP XL FRUTOS ROJOS AMBROSOLI 576 GR,CONFITES REGULARES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
RAMITAS QUESO EVERCRISP 42 GR,SNACKS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
POROTOS COSCORRON PRODUCTOS DIAZ 500 GR,LEGUMBRES,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
"GALLETA TRITON MCKAY 126 GR, CHOCOLATE",GALLETAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
PAPAS MAXX MAYONESA KETCHUP LAYS 40GR,PAPAS FRITAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
CABELLOS CORTOS SUAZO 400GR,FIDEOS Y PASTAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
PICKLES CORRIENTES TRAVERSO 1 KILO,ENCURTIDOS COCTEL,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
SALSA TOMATE NATURAL LUCCHETTI DP 200 GR,SALSAS DE TOMATES,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
"SHAMPOO BALLERINA DOYPACK 1, MANZANILLA",SHAMPOO,PGC NO ALIMENTACION,CUIDADO Y BELLEZA,Centralizado,PGC
TWISTOS JAMON IBERICO 110 GR,COCTEL - SNACK,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
MASTICABLES  FRUTAS 700G. PELAYO,CONFITES REGULARES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
CLORO GEL LAVANDA IGENIX LAVANDA 900 ML,CLOROS,PGC NO ALIMENTACION,ASEO Y QUIMICOS,Centralizado,PGC
FACIAL FAVORITA INDIVIDUAL TH 50 UN,PAÑUELOS DESECHABLES,PGC NO ALIMENTACION,ASEO Y TISSUE,Centralizado,PGC
CARAMELO ARBOLITO AMBROSOLI 110 GR,CONFITES REGULARES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
DEO DESINFEC LYSOFORM BEBE 360 ML,DESODORANTES AMBIENTALES,PGC NO ALIMENTACION,ASEO Y QUIMICOS,Centralizado,PGC
LECHE CULTIVADA ZERO LACTO FRUTILLA 1 L,LECHES CULTIVADAS,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
GALLETA FRAC BI CAPUCINO COSTA 130 GR,GALLETAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
FIDEOS RIGATONI SUAZO 400GR.,FIDEOS Y PASTAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
CREMA SAF PASTELERA DELIA  400G,PRODUCTOS PARA REPOSTERIA,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
CARACOLES CAROZZI 400 GR,FIDEOS Y PASTAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
MANTEQUILLA PAN SOPROLE 125 GR,MANTEQUILLA PAN,LACTEOS,MANTEQUILLA,Directo,PERECIBLES
MAIZENA DROPA 250 GR,HARINAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
CLORINDA 500 CC,CLOROS,PGC NO ALIMENTACION,ASEO Y QUIMICOS,Centralizado,PGC
AGUA AQUARIUS PERA PET 500 CC,AGUAS,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
FLAN MANJAR SOPROLE 120 GRS,POSTRES FRESCOS,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
JUGO PIÑA ADES 200 ML,JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
MIL HOJAS 6 UND,PASTELES ENVASADOS,PASTELERIA,PASTELERIA ENVASADA,Directo,PRODUCCION
VINO BCO TOCORNAL 2 LT CAJA,VINOS CAJA,PGC ALIMENTACION,VINOS Y LICORES,Centralizado,PGC
YERBA MATE ARGENTINA SUPREMO 500 GR,TE - HIERBAS E INFUSIONES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
"NECTAR YUZ TETRA 1 LT, NARANJA PLATANO",JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
"NECTAR WATTS B/A 300 CC., NARANJA",JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
PROTECTOR ULTRADELGADO KOTEX 100 UN,PROTECCION FEMENINA,PGC NO ALIMENTACION,HIGIENE,Centralizado,PGC
ATUN LOMITO EN ACEITE MERKAT 170GRS,CONSERVAS DE PESCADOS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
"LECHE COLUN 200 CC, CHOCOLATE",LECHES SABORES,LACTEOS,LECHES,Directo,PERECIBLES
CEBOLLA MALLA 1 KILO,BULBOS,FRUTAS Y VERDURAS,VERDURAS,Centralizado,PERECIBLES
PARMA CORBATITAS 400GR,FIDEOS Y PASTAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
DURAZNO EN MITAD DOS CABALLOS 590 GR,CONSERVAS DE FRUTAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
TE YELLOW LABEL LIPTON 50 UN,TE - HIERBAS E INFUSIONES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
AZUCAR JIRAFA IANSA 1.1 KG,AZUCAR,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
COTONITOS SIMONDS 200 UN,PERFUMERIA BEBE,PGC NO ALIMENTACION,CUIDADO BEBE & KIDS,Centralizado,PGC
LAVALOZAS PLUS AROMA LIMON BRILLEX 2 LT,LAVALOZAS,PGC NO ALIMENTACION,ASEO Y QUIMICOS,Centralizado,PGC
LIMPIADOR PISO FLOTANTE VIRGINIA 900 ML,CERAS,PGC NO ALIMENTACION,ASEO Y QUIMICOS,Centralizado,PGC
GALLETA REGULAR CHIPS AHOY 114 GR,GALLETAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
GOLAZO LECHE AMBROSOLI 10 UN X 25 GR,CHOCOLATES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
MANJAR BOLSA NESTLE 200 GRS.,MANJAR BOLSA,LACTEOS,MANJAR,Directo,PERECIBLES
"GALLETA SANTIAGO 375 GR, CHIPS CHOCOLATE",GALLETAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
CHOLGAS EN ACEITE ANGELMO 425 GR,CONSERVAS DE MARISCOS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
ECOCLASSIC 42W CL A55 220V E27 1CT/40SRT,AMPOLLETAS,BAZAR,ILUMINACION,Centralizado,NON FOOD
PH NOBLE DH 25M X 6,PAPEL HIGIENICOS,PGC NO ALIMENTACION,ASEO Y TISSUE,Centralizado,PGC
YOGHURT CALAN CHIRIMOYA BOLSA 1 KG,YOGHURT,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
PACK ALUFOIL+ALUPLAST,ENVOLTORIOS,MENAJE,CONSERVACION,Centralizado,NON FOOD
"BEBIDA GATORADE PET 500CC, NARANJA",BEBIDAS FUNCIONALES,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
CHOCOLATE ROLLS FUN COSTA 130 GR,CHOCOLATES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
GOLAZO LECHE AMBROSOLI 25 GR,CHOCOLATES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
LOLY TIRA LECHE AMBROSOLI 10 UNDS,CONFITES REGULARES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
RINSO FRESCURA DEL MAR 400 GR.,DETERGENTES,PGC NO ALIMENTACION,ASEO Y QUIMICOS,Centralizado,PGC
GALLETA CHOCO CHIPS COSTA 125 GR,GALLETAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
GALLETA CHOCOLATE COSTA 140 GR,GALLETAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
PURE DE PAPAS MERKAT 1 KG,PURE DE PAPAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
VINO TTO C/PIRQUE 1.5 LT CAJA,VINOS CAJA,PGC ALIMENTACION,VINOS Y LICORES,Centralizado,PGC
YERBA MATE ARGENTINA SUPREMO 1 KG,TE - HIERBAS E INFUSIONES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
GOMITAS FRUGELE AMBROSOLI 130 GR,CONFITES REGULARES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
BEB COOL BLUE GATORADE 750 CC,BEBIDAS FUNCIONALES,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
NECTAR MANZANA ANDINA 200 CC,JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
CEREAL NATURAL DE MAIZ NATUR 20G.,CEREALES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
CUPS PERA CUBITO 113GR.,CONSERVAS DE FRUTAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
MARGARINA SOPROLE POTE 500 GR,MARGARINA REGULAR,LACTEOS,MARGARINA,Directo,PERECIBLES
MAS CACHANTUN PET 500 CC,AGUAS,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
FORTIFICANTE ACTIVE GO MILO 700 GR,SABORIZANTES Y FORTIFICANTES PARA LECHE,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
"NECTAR LIVEAN TETRA 200 CC, MANZANA",JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
LECHE REGIMEL CHOCOLATE 200 CC,LECHES SABORES,LACTEOS,LECHES,Directo,PERECIBLES
"NECTAR LIVEAN TETRA 1 LT., DURAZNO",JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
LECHE CONDENSADA NESTLE TR 397 GR,LECHE ABARROTES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
"NECTAR ANDINA B.A 300 CC, MANZANA",JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
ALIM GATO SABOR SALMON MININNOS 8K,ALIMENTO GATO,ALIMENTOS Y ACCESORIOS ANIMALES,ALIMENTOS PARA GATOS,Centralizado,NON FOOD
PURE TRAD C/TROC POLLO ALCAFOOD 47 GR,PURE DE PAPAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
YERBA MATE CURITIBANA 5KG,TE - HIERBAS E INFUSIONES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
PAPAS FRIT AIR CRUNCH QUESO KRYZPO 120GR,PAPAS FRITAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
CAFE INSTANTANEO GOLD 100 GR,CAFE,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
MIEL DE ABEJA POTE MERKAT 400 GR,MIEL Y SALSAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
"YOGHURT PARMALAT DIET 115 GR, FRUTILLA",YOGHURT,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
"PASTINA LUCCHETTI 250 GR, MARINA N21",FIDEOS Y PASTAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
AMP. AHORRO TRITUBO 15 WATTS LC BLITZ,AMPOLLETAS,BAZAR,ILUMINACION,Centralizado,NON FOOD
ARVEJITAS ESPEC DOS CABALLOS 310 GR,CONSERVAS DE VERDURAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
ARROLLADO HUASO BIELEFELDT KG.,CECINAS GRANEL,FIAMBRERIA,CECINAS,Centralizado,PERECIBLES
"NECTAR ANDINA PET 1.5 LT S, PIÑA",JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
SHAMPOO YOG/VAIN/COCO DP BALLERINA 1LT,SHAMPOO,PGC NO ALIMENTACION,CUIDADO Y BELLEZA,Centralizado,PGC
NESCAFE INSTANTANEO DOLCA TR 170 GR,CAFE,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
CEREAL MILO NESTLE SOBRE 30 GR,CEREALES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
LECHE SOPROLE CHOCOLATE 500 CC,LECHES SABORES,LACTEOS,LECHES,Directo,PERECIBLES
ALIM GATO CUBICAT 1 KG,ALIMENTO GATO,ALIMENTOS Y ACCESORIOS ANIMALES,ALIMENTOS PARA GATOS,Centralizado,NON FOOD
FIDEO CARACOLES 400GR,FIDEOS Y PASTAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
PH MAGIKLIN 28MT X 8,PAPEL HIGIENICOS,PGC NO ALIMENTACION,ASEO Y TISSUE,Centralizado,PGC
"YOGHURT SEMIDES CALAN 110GR, BANANA",YOGHURT,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
SET 3 TENEDORES MADERAS 1 UN.,CUCHILLERIA,MENAJE,ARTICULOS MESA,Centralizado,NON FOOD
CALUGAS SUNY CLASICA 250 GR,CONFITES REGULARES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
MANI SIN SAL MERKAT 200 GR,COCTEL FRUTOS SECOS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
PH NOBLE ORQUIDIEA 28MT X 8,PAPEL HIGIENICOS,PGC NO ALIMENTACION,ASEO Y TISSUE,Centralizado,PGC
"FLAN AMBROSOLI 120 GR, COCO",POSTRES EN POLVO,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
TOFFEE SURT PELAYO 450 GR,CONFITES REGULARES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
COBER.CHOC.C/LECHE FLEISCHMANN 1 KG,PRODUCTOS PARA REPOSTERIA,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
LASAGNA BOLOGNESA SADIA 650 GR,PLATOS PRECOCINADOS,HELADOS Y ALIMENTOS CONGELADOS,ALIMENTOS CONGELADOS,Directo,PERECIBLES
"BEBIDA LACTEA CALO CAJA 1 LT, CHOCOLATE",LECHES SABORES,LACTEOS,LECHES,Directo,PERECIBLES
MONEDAS PASCUA DEU 102 GR,CONFITES DE TEMPORADA,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
SPAGHETTI 5 C/HUEVO TALLIANI 400 GR,FIDEOS Y PASTAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
YOGHURT NATURAL SOPROLE 155 GRS,YOGHURT,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
KEM PIÑA LATA 350 CC,BEBIDAS GASEOSAS,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
LIMON SODA LATA 350 CC,BEBIDAS GASEOSAS,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
"LECHE CULTIVADA SOPROLE 1LT, FRUTILLA",LECHES CULTIVADAS,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
FIDEOS 100 TRIGO CORBATAS MALLOA 400 GR,FIDEOS Y PASTAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
"NECTAR YUZ BOCA ANCHA 1.5 LT, DAMASCO",JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
FILETITOS POLLO IQF ARIZTIA 800 GR,POLLO ENVASADO,CARNES,POLLO,Directo,PERECIBLES
YERBA MATE CURITIBANA 1 KG,TE - HIERBAS E INFUSIONES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
CHOC ALMENDRAS CAREZZA COSTA 160 GR,CHOCOLATES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
PEPITA LUCCHETTI 250 GR,FIDEOS Y PASTAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
GALLETA MINI CHIPS AHOY 50 GR,GALLETAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
GALLETA TUAREG COSTA 120 GR,GALLETAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
"ANDINA B.ANCHA 300 CC, DAMASCO",JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
"DEO AMB AROM 360 CC, VAINILLA EN FLOR",DESODORANTES AMBIENTALES,PGC NO ALIMENTACION,ASEO Y QUIMICOS,Centralizado,PGC
"DEO AMB AROM 360 CC, FRUTILLA CREMA",DESODORANTES AMBIENTALES,PGC NO ALIMENTACION,ASEO Y QUIMICOS,Centralizado,PGC
"YOGHURT BAT LIGHT DANONE 115GR, NATURAL",YOGHURT,LACTEOS,REFRIGERADOS,Directo,PERECIBLES
AJI CREMA TRAVERSO 500GR. DOY PACK,SALSAS VARIAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
CHANCACA DELICIOSA 225 GR,MIEL Y SALSAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
MARIPOSITAS LUCCHETTI 250 GR,FIDEOS Y PASTAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
GALLETAS COCO SANTIAGO 800 GR,GALLETAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
LAVALOZAS AROMA LIMON MERKAT 750 ML,LAVALOZAS,PGC NO ALIMENTACION,ASEO Y QUIMICOS,Centralizado,PGC
TOALLA NOCT NORM SUAVE BN DONNASEPT 8 UN,PROTECCION FEMENINA,PGC NO ALIMENTACION,HIGIENE,Centralizado,PGC
GOLPE FIVEPACK 5 X 36 GR,CHOCOLATES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
"NECTAR YUZ BOCA ANCHA 1.5 LT, PIÑA",JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
PACK JABON BARRA MIX LESANCY 2X150GR,JABONES,PGC NO ALIMENTACION,HIGIENE,Centralizado,PGC
BILZ ZERO DESECHABLE 500 CC,BEBIDAS GASEOSAS,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
TALLARINES 77 TALLIANI 400 GR,FIDEOS Y PASTAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
KAPO PIÑA 200 ML,JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
CARAMELO MENTA AMBROSOLI 430 GR,CONFITES REGULARES,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
ECOHOME STICK 14W WW E27 220-240V 1PF/6,AMPOLLETAS,BAZAR,ILUMINACION,Centralizado,NON FOOD
RENOVADOR DE GOMAS KIT 360 CC,MANTENIMIENTO,BAZAR,AUTOMOVIL,Centralizado,NON FOOD
MIX BORA BORA MARCO POLO 80 GR,COCTEL FRUTOS SECOS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
QUESO LAMINADO GAUDA CALO 500 GR,QUESOS MADUROS - SEMI MADUROS ENVASADOS,QUESOS Y HUEVOS,QUESOS MADUROS - SEMI MADUROS,Directo,PERECIBLES
ALIM GATO SALMON&MERLUZA WHISKAS 1K,ALIMENTO GATO,ALIMENTOS Y ACCESORIOS ANIMALES,ALIMENTOS PARA GATOS,Centralizado,NON FOOD
"GALLETA SANTIAGO 375 GR, COCO",GALLETAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
INSECT TANAX MATA INSECTOS 440 CC,INSECTICIDAS Y ANTIPLAGA,PGC NO ALIMENTACION,ASEO Y QUIMICOS,Centralizado,PGC
GALLETA SALVADO CEREALITA 202 GR,GALLETAS,PGC ALIMENTACION,DESAYUNO Y DULCE,Centralizado,PGC
GINGER ALE CANDA DRY LATA 350 CC,BEBIDAS GASEOSAS,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
PIZZA VEGETARIANA PF LISTO 465 GRS,PIZZAS Y MASAS,PLATOS PREPARADOS,ALIMENTOS PREPARADOS ASADURIAS,Directo,PRODUCCION
"NECTAR YUZ TETRA 1 LT, MULTIFRUTA",JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
KAPO FRAMBUESA 200 ML,JUGOS Y NECTARES LARGA VIDA,PGC ALIMENTACION,BOTILLERIA,Centralizado,PGC
TOALLA PAPEL CLASICA NOVA 12.5 MT X 2 UN,TOALLA DE PAPEL,PGC NO ALIMENTACION,ASEO Y TISSUE,Centralizado,PGC
MANTECA CRUCINA ESPECIAL CERDO 1KG,MANTECA,LACTEOS,MANTECA,Directo,PERECIBLES
PASTAS POLLO MARUCHAN 64 GR,FIDEOS Y PASTAS,PGC ALIMENTACION,ALIMENTO BASICO,Centralizado,PGC
